"","post_num","id","age","sex","mani_check","forum","att1_mean","att2_mean","value","button","post_att","emo","ego","post","headline","post_att_r","att1_mean_c","post_att_r_c","conf","echo","z_scores"
"152","p11",111,28,"2","bal","bal",5.83333333333333,5.5,2,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,0.669273540536087,1.26757100882587,0.59829746828978,"balanced",0.669273540536086
"153","p11",124,30,"2","unbal","unbal",7.66666666666667,6.83333333333333,4,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,1.59264415408926,1.26757100882587,0.325073145263397,"hostile",1.59264415408926
"154","p11",154,26,"2","bal","bal",4.33333333333333,4.16666666666667,5,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.0862115069165117,1.26757100882587,1.35378251574238,"balanced",-0.086211506916513
"155","p11",108,22,"2","bal","bal",4.66666666666667,4.5,6,"dislike",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,0.0816740591840661,1.26757100882587,1.1858969496418,"balanced",0.0816740591840648
"156","p11",42,28,"2","unbal","unbal",4.83333333333333,4.5,4,"dislike",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,0.165616842234355,1.26757100882587,1.10195416659151,"friendly",0.165616842234353
"157","p11",10,20,"2","unbal","unbal",3.33333333333333,2.66666666666667,5,"dislike",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.589868205218244,1.26757100882587,1.85743921404411,"friendly",-0.589868205218245
"158","p11",137,20,"2","bal","bal",6.83333333333333,6.5,5,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,1.17293023883782,1.26757100882587,0.0946407699880469,"balanced",1.17293023883782
"159","p11",20,23,"2","unbal","unbal",4.5,5.5,2,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.00226872386622277,1.26757100882587,1.26983973269209,"friendly",-0.00226872386622411
"160","p11",169,23,"1","unbal","unbal",2.5,5,4,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-1.00958212046969,1.26757100882587,2.27715312929555,"friendly",-1.00958212046969
"161","p11",157,22,"2","unbal","unbal",6.66666666666667,6.16666666666667,2,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,1.08898745578753,1.26757100882587,0.178583553038336,"hostile",1.08898745578753
"162","p11",103,24,"2","bal","bal",4.33333333333333,4.66666666666667,4,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.0862115069165117,1.26757100882587,1.35378251574238,"balanced",-0.086211506916513
"163","p11",86,27,"2","bal","bal",1.33333333333333,1.5,1,"dislike",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-1.59718160182171,1.26757100882587,2.86475261064758,"balanced",-1.59718160182171
"164","p11",126,23,"2","unbal","unbal",2.16666666666667,1.33333333333333,5,"dislike",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-1.17746768657027,1.26757100882587,2.44503869539613,"friendly",-1.17746768657027
"165","p11",109,19,"1","unbal","unbal",3,1.5,1,"dislike",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.757753771318822,1.26757100882587,2.02532478014469,"friendly",-0.757753771318823
"166","p11",142,24,"2","bal","bal",5.66666666666667,5.5,5,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,0.585330757485799,1.26757100882587,0.682240251340068,"balanced",0.585330757485797
"167","p11",25,25,"2","unbal","unbal",3.33333333333333,2.5,3,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.589868205218244,1.26757100882587,1.85743921404411,"friendly",-0.589868205218245
"168","p11",11,23,"2","unbal","unbal",1.66666666666667,1,2,"dislike",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-1.42929603572113,1.26757100882587,2.696867044547,"friendly",-1.42929603572113
"169","p11",162,22,"2","unbal","unbal",2.83333333333333,1.83333333333333,5,"dislike",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.84169655436911,1.26757100882587,2.10926756319498,"friendly",-0.841696554369112
"170","p11",68,24,"2","bal","bal",7.33333333333333,6.83333333333333,2,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,1.42475858798869,1.26757100882587,0.157187579162819,"balanced",1.42475858798868
"171","p11",49,24,"1","bal","bal",2.16666666666667,2.16666666666667,2,"dislike",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-1.17746768657027,1.26757100882587,2.44503869539613,"balanced",-1.17746768657027
"172","p11",135,36,"2","unbal","unbal",1,1,5,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-1.76506716792229,1.26757100882587,3.03263817674815,"friendly",-1.76506716792229
"173","p11",175,24,"2","bal","bal",8.33333333333333,8.5,4,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,1.92841528629042,1.26757100882587,0.660844277464552,"balanced",1.92841528629042
"174","p11",83,25,"2","unbal","unbal",4.33333333333333,4.16666666666667,3,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.0862115069165117,1.26757100882587,1.35378251574238,"friendly",-0.086211506916513
"175","p11",45,20,"2","bal","bal",4.33333333333333,4.66666666666667,2,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.0862115069165117,1.26757100882587,1.35378251574238,"balanced",-0.086211506916513
"176","p11",129,25,"2","unbal","unbal",1,1,3,"dislike",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-1.76506716792229,1.26757100882587,3.03263817674815,"friendly",-1.76506716792229
"177","p11",110,19,"2","unbal","unbal",3.16666666666667,3.33333333333333,4,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.673810988268533,1.26757100882587,1.9413819970944,"friendly",-0.673810988268534
"178","p11",143,29,"2","bal","bal",4.5,5,5,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.00226872386622277,1.26757100882587,1.26983973269209,"balanced",-0.00226872386622411
"179","p11",99,28,"2","bal","bal",6.16666666666667,6.16666666666667,4,"dislike",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,0.837159106636665,1.26757100882587,0.430411902189202,"balanced",0.837159106636664
"180","p11",34,29,"2","unbal","unbal",5.83333333333333,5.5,4,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,0.669273540536087,1.26757100882587,0.59829746828978,"hostile",0.669273540536086
"181","p11",166,25,"1","bal","bal",6,6,1,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,0.753216323586376,1.26757100882587,0.514354685239491,"balanced",0.753216323586375
"182","p11",150,24,"2","unbal","unbal",8.33333333333333,8,6,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,1.92841528629042,1.26757100882587,0.660844277464552,"hostile",1.92841528629042
"183","p11",93,27,"1","bal","bal",3.5,2,5,"dislike",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.505925422167955,1.26757100882587,1.77349643099382,"balanced",-0.505925422167957
"184","p11",136,25,"2","unbal","unbal",7,6.83333333333333,2,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,1.25687302188811,1.26757100882587,0.0106979869377581,"hostile",1.25687302188811
"185","p11",176,22,"2","bal","bal",7.5,7.5,2,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,1.50870137103897,1.26757100882587,0.241130362213108,"balanced",1.50870137103897
"186","p11",144,32,"2","unbal","unbal",4.16666666666667,3.66666666666667,3,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.1701542899668,1.26757100882587,1.43772529879267,"friendly",-0.170154289966801
"187","p11",23,24,"2","bal","bal",7.66666666666667,8.33333333333333,1,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,1.59264415408926,1.26757100882587,0.325073145263397,"balanced",1.59264415408926
"188","p11",130,31,"2","unbal","unbal",6,5.5,1,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,0.753216323586376,1.26757100882587,0.514354685239491,"hostile",0.753216323586375
"189","p11",171,23,"2","bal","bal",4.33333333333333,4.66666666666667,4,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.0862115069165117,1.26757100882587,1.35378251574238,"balanced",-0.086211506916513
"190","p11",55,25,"1","bal","bal",4.33333333333333,3.83333333333333,5,"dislike",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.0862115069165117,1.26757100882587,1.35378251574238,"balanced",-0.086211506916513
"191","p11",39,20,"2","bal","bal",3.66666666666667,4,1,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.421982639117667,1.26757100882587,1.68955364794353,"balanced",-0.421982639117668
"192","p11",35,21,"2","unbal","unbal",2.16666666666667,1.83333333333333,1,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-1.17746768657027,1.26757100882587,2.44503869539613,"friendly",-1.17746768657027
"193","p11",167,22,"2","bal","bal",4.5,4.33333333333333,2,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.00226872386622277,1.26757100882587,1.26983973269209,"balanced",-0.00226872386622411
"194","p11",151,25,"1","unbal","unbal",2.16666666666667,1.66666666666667,4,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-1.17746768657027,1.26757100882587,2.44503869539613,"friendly",-1.17746768657027
"195","p11",94,21,"2","bal","bal",5.66666666666667,5.83333333333333,2,"like",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,0.585330757485799,1.26757100882587,0.682240251340068,"balanced",0.585330757485797
"196","p11",174,29,"3","unbal","unbal",2.16666666666667,2,3,"dislike",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-1.17746768657027,1.26757100882587,2.44503869539613,"friendly",-1.17746768657027
"197","p11",178,29,"2","bal","bal",3.16666666666667,3,1,"dislike",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.673810988268533,1.26757100882587,1.9413819970944,"balanced",-0.673810988268534
"198","p11",145,47,"1","unbal","unbal",2.83333333333333,2.33333333333333,6,"dislike",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-0.84169655436911,1.26757100882587,2.10926756319498,"friendly",-0.841696554369112
"199","p11",48,22,"2","bal","bal",6.16666666666667,5.83333333333333,6,"dislike",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,0.837159106636665,1.26757100882587,0.430411902189202,"balanced",0.837159106636664
"200","p11",131,21,"2","unbal","unbal",2.5,2.16666666666667,5,"dislike",1.550458716,4.361111111,1,"E: Ich habe die dankbare Erfahrung gemacht, dass der Alternativmediziner überaus rücksichtsvoll, sorgfältig, aufmerksam und verständnisvoll auf die Bedürfnisse des Patienten eingeht. Dadurch ist die Behandlung in der alternativen Medizin ganz besonders auf die einzelne Person und deren individuelle Probleme zugeschnitten. Das finde ich einfach beruhigend und toll! ","Mit Rücksichtnahme auf den Patienten",6.449541284,-1.00958212046969,1.26757100882587,2.27715312929555,"friendly",-1.00958212046969
